domain,nameserver,ip,request,response,tc
politie.nl,a28-67.akam.net.,95.100.173.67,93,4091,tc
politie.nl,a6-67.akam.net.,23.211.133.67,93,4059,tc
tno.nl,ns1.surfnet.nl.,192.87.106.101,89,4057,
politie.nl,a5-67.akam.net.,95.100.168.67,93,4029,tc
politie.nl,a1-90.akam.net.,193.108.91.90,93,3998,tc
iuc-noord.nl,ns2.surfnet.nl.,192.87.36.2,95,3984,tc
duo.nl,ns2.surfnet.nl.,192.87.36.2,89,3982,tc
politie.nl,a9-66.akam.net.,184.85.248.66,93,3943,tc
politie.nl,a10-67.akam.net.,96.7.50.67,93,3940,tc
sso-noord.nl,ns2.surfnet.nl.,192.87.36.2,95,3884,tc
rivm.nl,ns1.surfnet.nl.,192.87.106.101,90,3779,
rivm.nl,ns2.surfnet.nl.,192.87.36.2,90,3779,
fcinet.org,ns1.fcinet.org.,87.213.113.101,93,3757,
fcinet.org,ns2.fcinet.org.,87.213.113.102,93,3757,
parlement.nl,a4-65.akam.net.,72.246.46.65,95,3658,
parlement.nl,a1-191.akam.net.,193.108.91.191,95,3658,
parlement.nl,a7-66.akam.net.,23.61.199.66,95,3658,
parlement.nl,a28-64.akam.net.,95.100.173.64,95,3658,
parlement.nl,a3-66.akam.net.,96.7.49.66,95,3658,
parlement.nl,a12-66.akam.net.,184.26.160.66,95,3658,
inburgeren.nl,ns2.surfnet.nl.,192.87.36.2,96,3645,tc
detweedekameraanhetwerk.nl,a1-191.akam.net.,193.108.91.191,109,3640,
detweedekameraanhetwerk.nl,a7-66.akam.net.,23.61.199.66,109,3640,
detweedekameraanhetwerk.nl,a3-66.akam.net.,96.7.49.66,109,3640,
detweedekameraanhetwerk.nl,a4-65.akam.net.,72.246.46.65,109,3640,
detweedekameraanhetwerk.nl,a12-66.akam.net.,184.26.160.66,109,3640,
detweedekameraanhetwerk.nl,a28-64.akam.net.,95.100.173.64,109,3640,
internationalstudy.nl,ns2.surfnet.nl.,192.87.36.2,104,3605,tc
knmi.nl,ns1.surfnet.nl.,192.87.106.101,90,3493,
knmi.nl,ns2.surfnet.nl.,192.87.36.2,90,3493,
tweedekamer.nl,a12-66.akam.net.,184.26.160.66,97,3493,
tweedekamer.nl,a1-191.akam.net.,193.108.91.191,97,3493,
tweedekamer.nl,a3-66.akam.net.,96.7.49.66,97,3493,
tweedekamer.nl,a28-64.akam.net.,95.100.173.64,97,3493,
tweedekamer.nl,a7-66.akam.net.,23.61.199.66,97,3493,
tweedekamer.nl,a4-65.akam.net.,72.246.46.65,97,3493,
halt.nl,ns2.csnet.nl.,194.69.18.18,90,3414,
halt.nl,ns1.csnet.nl.,194.69.16.18,90,3386,
rijksvaccinatieprogramma.nl,ns2.surfnet.nl.,192.87.36.2,110,3385,
rijksvaccinatieprogramma.nl,ns1.surfnet.nl.,192.87.106.101,110,3385,
webgispublisher.nl,dns03.nieuwland.nl.,82.148.193.165,101,3355,
webgispublisher.nl,dns07.nieuwland.nl.,62.165.70.85,101,3355,
webgispublisher.nl,dns04.nieuwland.nl.,62.165.70.80,101,3355,
politieacademie.nl,ns2.surfnet.nl.,192.87.36.2,101,3222,
emissieregistratie.nl,ns1.surfnet.nl.,192.87.106.101,104,3207,
emissieregistratie.nl,ns2.surfnet.nl.,192.87.36.2,104,3207,
houseofrepresentatives.nl,a28-64.akam.net.,95.100.173.64,108,3099,
houseofrepresentatives.nl,a3-66.akam.net.,96.7.49.66,108,3099,
houseofrepresentatives.nl,a12-66.akam.net.,184.26.160.66,108,3099,
houseofrepresentatives.nl,a1-191.akam.net.,193.108.91.191,108,3099,
houseofrepresentatives.nl,a4-65.akam.net.,72.246.46.65,108,3099,
houseofrepresentatives.nl,a7-66.akam.net.,23.61.199.66,108,3099,
lijstvangevallenen.nl,a1-191.akam.net.,193.108.91.191,104,2993,
lijstvangevallenen.nl,a4-65.akam.net.,72.246.46.65,104,2993,
lijstvangevallenen.nl,a12-66.akam.net.,184.26.160.66,104,2993,
lijstvangevallenen.nl,a3-66.akam.net.,96.7.49.66,104,2993,
lijstvangevallenen.nl,a7-66.akam.net.,23.61.199.66,104,2993,
lijstvangevallenen.nl,a28-64.akam.net.,95.100.173.64,104,2993,
erelijst.nl,a1-191.akam.net.,193.108.91.191,94,2963,
erelijst.nl,a4-65.akam.net.,72.246.46.65,94,2963,
erelijst.nl,a28-64.akam.net.,95.100.173.64,94,2963,
erelijst.nl,a7-66.akam.net.,23.61.199.66,94,2963,
erelijst.nl,a12-66.akam.net.,184.26.160.66,94,2963,
erelijst.nl,a3-66.akam.net.,96.7.49.66,94,2963,
co2emissiefactoren.nl,ns2.satserver.nl.,185.145.63.232,104,2795,
co2emissiefactoren.nl,ns1.satserver.nl.,87.236.96.11,104,2795,
co2emissiefactoren.nl,ns3.satserver.nl.,87.236.98.33,104,2795,
nieuwsbriefdor.nl,ns2.dunicohosting.nl.,37.97.247.144,100,2638,
nieuwsbriefdor.nl,ns1.dunicohosting.nl.,37.97.227.252,100,2638,
cbr.nl,a7-65.akam.net.,23.61.199.65,89,2545,
cbr.nl,a22-67.akam.net.,23.211.61.67,89,2545,
cbr.nl,a6-66.akam.net.,23.211.133.66,89,2545,
cbr.nl,a11-66.akam.net.,84.53.139.66,89,2545,
cbr.nl,a1-26.akam.net.,193.108.91.26,89,2545,
cbr.nl,a4-66.akam.net.,72.246.46.66,89,2545,
sbr-wonen.nl,ns2.flexwebhosting.nl.,185.27.140.33,95,2519,
sbr-wonen.nl,ns1.flexwebhosting.nl.,62.84.243.10,95,2519,
sbr-wonen.nl,ns3.flexwebhosting.com.,185.231.200.133,95,2491,
nza.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,2447,
nza.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,2447,
nza.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,2447,
cultureelerfgoed.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,2439,
cultureelerfgoed.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,2439,
cultureelerfgoed.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,2439,
rechtspraak.nl,a26-67.akam.net.,23.74.25.67,97,2400,
rechtspraak.nl,a6-67.akam.net.,23.211.133.67,97,2400,
rechtspraak.nl,a22-64.akam.net.,23.211.61.64,97,2400,
rechtspraak.nl,a9-65.akam.net.,184.85.248.65,97,2400,
rechtspraak.nl,a1-21.akam.net.,193.108.91.21,97,2400,
rechtspraak.nl,a3-67.akam.net.,96.7.49.67,97,2400,
nationaalcoordinatorgroningen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,115,2380,
nationaalcoordinatorgroningen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,115,2380,
nationaalcoordinatorgroningen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,115,2380,
waarborg.nl,ns2.flexwebhosting.nl.,185.27.140.33,94,2348,
waarborg.nl,ns1.flexwebhosting.nl.,62.84.243.10,94,2348,
werkenvoornederland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,2328,
werkenvoornederland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,2328,
werkenvoornederland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,2328,
waarborg.nl,ns3.flexwebhosting.com.,185.231.200.133,94,2320,
nationaalarchief.nl,ns1.zurich.surf.net.,195.176.255.9,102,2286,
pbl.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,2259,
pbl.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,2259,
pbl.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,2259,
nationaalarchief.nl,ns3.surfnet.nl.,195.169.124.71,102,2258,
nationaalarchief.nl,ns2.surfnet.nl.,192.87.36.2,102,2258,
nationaalarchief.nl,ns1.surfnet.nl.,192.87.106.101,102,2258,
mensenrechten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,2246,
mensenrechten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,2246,
mensenrechten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,2246,
nwo.nl,ns1.zurich.surf.net.,195.176.255.9,89,2219,
commissievanaanbestedingsexperts.nl,ns3.rijksoverheidnl.org.,145.100.177.67,118,2210,
commissievanaanbestedingsexperts.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,118,2210,
commissievanaanbestedingsexperts.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,118,2210,
nwo.nl,ns3.surfnet.nl.,195.169.124.71,89,2191,
nwo.nl,ns2.surfnet.nl.,192.87.36.2,89,2191,
nwo.nl,ns1.surfnet.nl.,192.87.106.101,89,2191,
gratisvog.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,2174,
gratisvog.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,2174,
gratisvog.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,2174,
huisvoorklokkenluiders.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,108,2145,
huisvoorklokkenluiders.nl,ns3.rijksoverheidnl.org.,145.100.177.67,108,2145,
huisvoorklokkenluiders.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,108,2145,
cbg-meb.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,2136,
cbg-meb.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,2136,
cbg-meb.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,2136,
schoolleidersregisterpo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,2128,
schoolleidersregisterpo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,2128,
schoolleidersregisterpo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,2128,
inspectie-oe.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,2114,
inspectie-oe.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,2114,
inspectie-oe.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,2114,
logius.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,2107,
logius.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,2107,
logius.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,2107,
scp.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,2092,
scp.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,2092,
scp.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,2092,
owinsp.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,2090,
owinsp.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,2090,
owinsp.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,2090,
nvwa.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,2073,
nvwa.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,2073,
nvwa.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,2073,
testuitvoeringarbeidsvoorwaardenwetgeving.nl,ns3.rijksoverheidnl.org.,145.100.177.67,127,2073,
testuitvoeringarbeidsvoorwaardenwetgeving.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,127,2073,
testuitvoeringarbeidsvoorwaardenwetgeving.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,127,2073,
ciz.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,2068,
ciz.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,2068,
ciz.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,2068,
ssr.nl,a3-67.akam.net.,96.7.49.67,89,2066,
ssr.nl,a22-64.akam.net.,23.211.61.64,89,2066,
ssr.nl,a9-65.akam.net.,184.85.248.65,89,2066,
ssr.nl,a1-21.akam.net.,193.108.91.21,89,2066,
ssr.nl,a6-67.akam.net.,23.211.133.67,89,2066,
ssr.nl,a26-67.akam.net.,23.74.25.67,89,2066,
werkenbijdeoverheid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,2066,
werkenbijdeoverheid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,2066,
werkenbijdeoverheid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,2066,
europaomdehoek.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,2059,
europaomdehoek.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,2059,
europaomdehoek.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,2059,
onderwijsraad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,2043,
onderwijsraad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,2043,
onderwijsraad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,2043,
domeinenrz.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,2032,
domeinenrz.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,2032,
domeinenrz.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,2032,
meldpuntgeneesmiddelentekortendefecten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,124,2029,
meldpuntgeneesmiddelentekortendefecten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,124,2029,
meldpuntgeneesmiddelentekortendefecten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,124,2029,
schoolleidersregistervo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,2023,
schoolleidersregistervo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,2023,
schoolleidersregistervo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,2023,
cibg.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,2017,
cibg.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,2017,
cibg.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,2017,
ikz.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,2015,
ikz.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,2015,
ikz.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,2015,
hetcak.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,2013,
hetcak.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,2013,
hetcak.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,2013,
emissieautoriteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,2005,
emissieautoriteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,2005,
emissieautoriteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,2005,
uitvoeringarbeidsvoorwaardenwetgeving.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,123,1999,
uitvoeringarbeidsvoorwaardenwetgeving.nl,ns3.rijksoverheidnl.org.,145.100.177.67,123,1999,
uitvoeringarbeidsvoorwaardenwetgeving.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,123,1999,
staatsbosbeheer.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1997,
staatsbosbeheer.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1997,
staatsbosbeheer.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1997,
centraleeindtoetspo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1996,
centraleeindtoetspo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1996,
centraleeindtoetspo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1996,
staatscommissietegendiscriminatieenracisme.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,128,1996,
staatscommissietegendiscriminatieenracisme.nl,ns3.rijksoverheidnl.org.,145.100.177.67,128,1996,
staatscommissietegendiscriminatieenracisme.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,128,1996,
kabinetvandekoning.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1990,
kabinetvandekoning.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1990,
kabinetvandekoning.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1990,
rijksdienstcn.com,ns3.rijksoverheidnl.org.,145.100.177.67,100,1990,
rijksdienstcn.com,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1990,
rijksdienstcn.com,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1990,
klimaatakkoord.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1977,
klimaatakkoord.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1977,
klimaatakkoord.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1977,
knaw.nl,ns1.zurich.surf.net.,195.176.255.9,90,1976,
ctgb.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1970,
ctgb.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1970,
ctgb.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1970,
werkenvoorinternationaleorganisaties.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,122,1968,
werkenvoorinternationaleorganisaties.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,122,1968,
werkenvoorinternationaleorganisaties.nl,ns3.rijksoverheidnl.org.,145.100.177.67,122,1968,
huurcommissie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1960,
huurcommissie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1960,
huurcommissie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1960,
klimaatadaptatienederland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,111,1953,
klimaatadaptatienederland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,111,1953,
klimaatadaptatienederland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,111,1953,
knaw.nl,ns3.surfnet.nl.,195.169.124.71,90,1948,
knaw.nl,ns1.surfnet.nl.,192.87.106.101,90,1948,
knaw.nl,ns2.surfnet.nl.,192.87.36.2,90,1948,
mobiliteitsbank.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1945,
mobiliteitsbank.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1945,
mobiliteitsbank.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1945,
overlegorgaanfysiekeleefomgeving.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,118,1943,
overlegorgaanfysiekeleefomgeving.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,118,1943,
overlegorgaanfysiekeleefomgeving.nl,ns3.rijksoverheidnl.org.,145.100.177.67,118,1943,
coronamelder.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1940,
coronamelder.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1940,
coronamelder.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1940,
igj.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,1932,
igj.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,1932,
igj.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,1932,
lerenenwerken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1930,
lerenenwerken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1930,
lerenenwerken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1930,
adviescollegeicttoetsing.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,110,1922,
adviescollegeicttoetsing.nl,ns3.rijksoverheidnl.org.,145.100.177.67,110,1922,
adviescollegeicttoetsing.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,110,1922,
programmasociaaldomein.nl,ns3.rijksoverheidnl.org.,145.100.177.67,108,1920,
programmasociaaldomein.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,108,1920,
programmasociaaldomein.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,108,1920,
dopingautoriteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1918,
dopingautoriteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1918,
dopingautoriteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1918,
toezichtsociaaldomein.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,1918,
toezichtsociaaldomein.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,1918,
toezichtsociaaldomein.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,1918,
donorgegevens.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1916,
donorgegevens.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1916,
donorgegevens.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1916,
dnb.nl,a1-13.akam.net.,193.108.91.13,89,1914,
dnb.nl,a18-66.akam.net.,95.101.36.66,89,1914,
dnb.nl,a26-64.akam.net.,23.74.25.64,89,1914,
dnb.nl,a3-67.akam.net.,96.7.49.67,89,1914,
dnb.nl,a24-67.akam.net.,2.16.130.67,89,1914,
dnb.nl,a5-64.akam.net.,95.100.168.64,89,1914,
nlarbeidsinspectie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1914,
nlarbeidsinspectie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1914,
nlarbeidsinspectie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1914,
commissiemijnbouwschade.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1909,
commissiemijnbouwschade.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1909,
commissiemijnbouwschade.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1909,
cvte.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1909,
cvte.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1909,
cvte.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1909,
aandeslagmetdeomgevingswet.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,112,1903,
aandeslagmetdeomgevingswet.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,112,1903,
aandeslagmetdeomgevingswet.nl,ns3.rijksoverheidnl.org.,145.100.177.67,112,1903,
academievoorinternationalebetrekkingen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,124,1901,
academievoorinternationalebetrekkingen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,124,1901,
academievoorinternationalebetrekkingen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,124,1901,
rijksorganisatiebeveiligingenlogistiek.nl,ns3.rijksoverheidnl.org.,145.100.177.67,124,1901,
rijksorganisatiebeveiligingenlogistiek.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,124,1901,
rijksorganisatiebeveiligingenlogistiek.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,124,1901,
wrr.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,1899,
wrr.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,1899,
wrr.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,1899,
mindergrondrisico.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1898,
mindergrondrisico.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1898,
mindergrondrisico.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1898,
raadopenbaarbestuur.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1898,
raadopenbaarbestuur.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1898,
raadopenbaarbestuur.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1898,
donorregister.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1896,
donorregister.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1896,
donorregister.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1896,
forumstandaardisatie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,106,1895,
forumstandaardisatie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,106,1895,
forumstandaardisatie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,106,1895,
diergeneeskunderegister.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1892,
diergeneeskunderegister.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1892,
diergeneeskunderegister.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1892,
beleefdenationaleparken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1891,
beleefdenationaleparken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1891,
beleefdenationaleparken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1891,
slimmezorgestafette.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1891,
slimmezorgestafette.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1891,
slimmezorgestafette.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1891,
rijksacademie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1887,
rijksacademie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1887,
rijksacademie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1887,
om.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1886,
om.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1886,
om.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1886,
rijksoverheid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1883,
rijksoverheid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1883,
rijksoverheid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1883,
adviesraadinternationalevraagstukken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,122,1881,
adviesraadinternationalevraagstukken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,122,1881,
adviesraadinternationalevraagstukken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,122,1881,
versnellingshuisce.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1881,
versnellingshuisce.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1881,
versnellingshuisce.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1881,
cybersecurityraad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1880,
cybersecurityraad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1880,
cybersecurityraad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1880,
coronacheck.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1879,
coronacheck.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1879,
coronacheck.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1879,
infopuntonbedoeldzwanger.nl,ns3.rijksoverheidnl.org.,145.100.177.67,110,1875,
infopuntonbedoeldzwanger.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,110,1875,
infopuntonbedoeldzwanger.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,110,1875,
belastingdienst-cn.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1874,
belastingdienst-cn.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1874,
belastingdienst-cn.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1874,
uziregister.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1873,
uziregister.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1873,
uziregister.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1873,
sodm.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1872,
sodm.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1872,
sodm.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1872,
adviescommissieweigerendeobservandi.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,121,1871,
adviescommissieweigerendeobservandi.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,121,1871,
adviescommissieweigerendeobservandi.nl,ns3.rijksoverheidnl.org.,145.100.177.67,121,1871,
